Serie1,Serie2,Clase
-1.0113867327677200,1.0564576618517600,0
-0.4073721526610680,0.29358950663084900,0
-0.7116793253083770,0.5794827266023800,0
-1.564781323422660,0.13281708004031800,0
0.029581407185344900,0.928523099619764,0
-1.2120419319759100,1.0709583697417500,0
-0.8166919648091980,0.2115835406648580,0
-0.3146568585218660,1.545509649622180,0
-2.519999356204670,0.8047047726839140,0
-1.0367226376860500,0.4671781518847940,0
-1.351347101954210,0.2569635132442840,0
-2.044078337429670,-0.06170067021307200,0
-0.8388302212918760,0.43535216309729200,0
-1.538072477554280,0.9385768242129730,0
-0.9299694220261890,1.2268088711759300,0
-1.9153993362097600,0.2607338869508970,0
-0.9691921631381500,1.2070477317751700,0
-0.9735187192840970,0.1214647497408320,0
-2.3070245915101500,0.22436072265427500,0
-0.10265841369738000,1.41623668392542,0
-0.8228096755179060,0.7419826659601230,0
0.9599394887951570,1.6359752923886000,0
0.0021001384367621600,1.5120863485220300,0
0.04322460909022150,1.1337766853768800,0
-0.582987547733671,1.353471902047350,0
-0.5230409010887870,1.7386319154780500,0
-0.3296508329792800,0.7829192344960620,0
-2.3299220108334700,-0.05248862596797740,0
-1.4559417516709700,0.4614039909706920,0
1.1983367206070700,-2.4467112419342100,1
0.07359397144906550,1.8473192959597100,0
-2.377372453891660,0.5629439535309820,0
-1.5622596773627000,1.1105933657198400,0
0.6785181756182980,1.8814139232709600,0
-0.5328668649457740,0.9756593108645610,0
0.8559158362709260,2.2387345085410300,0
-0.1069564984733160,1.277691734350990,0
0.8100209659783920,1.731270355784770,0
-1.518863148416680,1.1177691620685200,0
-0.587426271372658,0.07079183263567050,0
-0.6648587298307330,0.2820791000463010,0
0.004665349116828920,1.5090413604065900,0
-1.3267516093524000,0.5379855110060970,0
-0.5168972656111380,1.7468032976356500,0
-1.8661426428531900,0.3732163412668060,0
-0.31587354151555200,0.4263782202480920,0
1.1205049493215800,-0.8297296539248020,1
0.19850472023083400,0.7030695737311290,0
-0.13155438774542700,0.17545365773205100,0
-1.7656468157631000,0.35129840552192100,0
-0.5782181477420100,1.0035705919042600,0
-2.0566762643917000,-0.5006120344366140,0
-0.9716218337471520,0.1857755675961050,0
-0.9730267878302860,0.804728690728221,0
-1.4604911457481400,0.54087351855694,0
-0.34289113730700200,0.338670949715085,0
0.8617904546907780,-1.1757705021234600,1
-1.9669105222893,-0.1820831760099360,0
-1.9161747582262400,0.6946360294494630,0
-2.6407147758724800,1.2937247383792900,0
-2.434295049021010,-0.4828778529403180,0
-0.7517268938087720,1.1650427941598200,0
-0.9809455475849280,0.523556546542782,0
0.03984248354904290,1.0309238856631700,0
-1.1821460732062400,0.515671138394391,0
1.1943858037487400,-1.239834204319510,1
-1.3641530736932800,2.1536937625986400,0
0.4435206592339690,0.8821340419851430,0
-0.9447092540321000,0.5695607903875030,0
-0.6527641743331000,0.6863532089715580,0
-1.4317322178204800,0.2097215275347600,0
-1.6335209654235900,0.8606955340471540,0
-0.1703921433635050,1.228411408578510,0
0.6447242394703840,1.1467582401052900,0
-2.076984986130770,0.2059989326257180,0
-0.8891935182937810,0.27451198351514100,0
0.3630999472747520,1.7516880585752600,0
-0.016040888266447700,1.019142759105230,0
-1.1590765271103200,0.4541293051144200,0
-0.05933269061925440,0.5074527465328530,0
-0.9266870717029260,1.2871463478433000,0
0.7787157123628790,0.04525669229102790,1
-0.8972940176999090,0.6225035186759830,0
-0.09763722189885930,1.0075002800512200,0
-0.17985935702943800,1.1220837903863700,0
-0.43559556296806700,0.8526101998174840,0
-2.4251726999251400,0.2052088589220040,0
-2.6291714021135800,0.05520693302007230,0
-1.3397792827782300,0.036695560712722300,0
-1.0738712948315000,0.46774979877551000,0
-0.6465488476352200,0.6498341069197570,0
-0.4109678151966000,1.5082411008374300,0
-1.7433809381430400,-0.10816252998007600,0
-2.8846624237593000,-0.34441832452364900,0
-2.8228682257910600,0.5354691248803850,0
-2.7638824740033700,0.30957656453454900,0
-0.9186741990663970,-0.41664573614250600,0
-0.8728508588427720,1.1991698819852900,0
1.6815877702766500,-1.0311922823644700,1
-0.13790024877590000,0.6238775241793230,1
-2.158060485886620,0.7389523146328970,0
1.9501906917910500,2.127563259313300,0
-0.2518839219036830,0.48427368278418100,0
0.8972264281495520,-0.46227578185231100,1
-0.645431824594492,-0.00824637765603986,0
-1.8743566313769100,-0.010924892997059800,0
-2.1795293685125300,0.1964957175683710,0
-1.696393064020000,0.04338473733274540,0
0.6563281431514860,1.007385043422700,0
-1.7739850625060800,9.85192342223273E-05,1
-2.4054480540005800,0.4991281022975360,0
-0.6758168642343140,1.464674735840390,0
-1.8535208033337100,0.5469818789136130,0
-0.12773304165501200,1.6749128541242500,0
0.18966418174252500,1.067599416391360,0
0.11823659205046800,1.2189964857484900,0
-0.14304288439246600,1.017384264144170,0
-1.7098856929075,0.16740228575694200,0
-0.9865144363980460,-0.07611782095750820,0
-2.212342881327620,0.34511069052735300,0
-0.515809774010247,1.6512526784771600,0
0.3523368209196530,1.1227484746952100,0
-0.9934567949058810,0.47852176484065700,0
0.6902678168454720,0.986348889329112,0
-0.13035892987830700,0.12636461581638700,0
2.086786433655070,-0.8406931335195680,1
0.12097857016454200,0.8932793945848130,0
0.7865149619605640,2.0229338533229900,0
-1.4979484380436200,-0.5984269486939510,0
-1.3095246858714900,0.8592028573763070,0
-2.8953224877421500,1.6657889630563200,0
-2.0010621464259700,0.2903391396032390,0
-1.1042769698097200,0.8550666082920400,0
1.9199552176844000,1.8272205195314300,0
-1.253958540923530,0.9162753167258620,0
-1.791919596742770,0.35279212722997500,0
-0.9281455865770040,0.27948345298291800,0
-1.586899791121130,0.16916170619500600,0
-0.44370957091972100,0.6464015530531070,0
-0.7011446759864540,0.9378120092489360,0
0.6020287967708560,1.6628240584282700,0
-0.19723919903372500,0.781286825381639,0
0.43704445950708600,0.7441712208936700,0
-1.331123516973770,0.9142023686973620,0
